,node_id,node_index,iteration,current_vector
  (95475, 0)	0.12345679012345678
  (95513, 0)	0.037037037037037035"
2319,9728403807,78901,5,"  (68451, 0)	0.008230452674897118
  (68452, 0)	0.004115226337448559
  (68456, 0)	0.05349794238683127
  (68461, 0)	0.14814814814814814
  (68463, 0)	0.1316872427983539
  (68473, 0)	0.004115226337448559
  (68478, 0)	0.004115226337448559
  (68480, 0)	0.037037037037037035
  (78846, 0)	0.008230452674897118
  (78847, 0)	0.012345679012345678
  (78849, 0)	0.012345679012345678
  (78851, 0)	0.04938271604938271
  (78852, 0)	0.004115226337448559
  (78890, 0)	0.004115226337448559
  (78899, 0)	0.012345679012345678
  (78900, 0)	0.19341563786008228
  (78901, 0)	0.008230452674897118
  (78916, 0)	0.012345679012345678
  (78918, 0)	0.004115226337448559
  (79210, 0)	0.004115226337448559
  (79308, 0)	0.012345679012345678
  (95437, 0)	0.1111111111111111
  (95438, 0)	0.05349794238683127
  (95473, 0)	0.04526748971193415
  (95474, 0)	0.12345679012345678
  (95475, 0)	0.004115226337448559
  (95502, 0)	0.012345679012345678
  (95508, 0)	0.08230452674897118
  (95512, 0)	0.04526748971193415"
2320,8347550851,76707,1,"  (69300, 0)	0.3333333333333333
  (76695, 0)	0.3333333333333333
  (76706, 0)	1.0"
2321,8347550851,76707,2,"  (76694, 0)	0.3333333333333333
  (76707, 0)	0.5555555555555556
  (76708, 0)	0.3333333333333333
  (76712, 0)	0.1111111111111111
  (76714, 0)	0.1111111111111111"
2322,8347550851,76707,3,"  (69300, 0)	0.25925925925925924
  (69301, 0)	0.037037037037037035
  (76695, 0)	0.4074074074074074
  (76705, 0)	0.1111111111111111
  (76706, 0)	0.5555555555555556
  (76710, 0)	0.037037037037037035
  (76713, 0)	0.037037037037037035"
2323,8347550851,76707,4,"  (69302, 0)	0.012345679012345678
  (69303, 0)	0.012345679012345678
  (76694, 0)	0.4074074074074074
  (76707, 0)	0.4074074074074074
  (76708, 0)	0.4074074074074074
  (76709, 0)	0.037037037037037035
  (76711, 0)	0.037037037037037035
  (76712, 0)	0.1111111111111111
  (76714, 0)	0.13580246913580246
  (77632, 0)	0.012345679012345678
  (88104, 0)	0.037037037037037035"
2324,8347550851,76707,5,"  (69300, 0)	0.21810699588477364
  (69301, 0)	0.04526748971193416
  (69302, 0)	0.004115226337448559
  (76695, 0)	0.4074074074074074
  (76703, 0)	0.004115226337448559
  (76704, 0)	0.0030864197530864196
  (76705, 0)	0.13580246913580246
  (76706, 0)	0.4074074074074074
  (76710, 0)	0.06172839506172839
  (76713, 0)	0.06172839506172839
  (77632, 0)	0.004115226337448559
  (77644, 0)	0.006172839506172839"
2325,5738082286,75643,1,"  (75644, 0)	0.3333333333333333"
2326,5738082286,75643,2,"  (75642, 0)	0.1111111111111111
  (75643, 0)	0.3333333333333333
  (75646, 0)	0.1111111111111111"
2327,5738082286,75643,3,"  (68667, 0)	0.037037037037037035
  (75640, 0)	0.037037037037037035
  (75641, 0)	0.1111111111111111
  (75644, 0)	0.18518518518518517
  (96959, 0)	0.1111111111111111"
2328,5738082286,75643,4,"  (65036, 0)	0.009259259259259259
  (74738, 0)	0.012345679012345678
  (75642, 0)	0.1111111111111111
  (75643, 0)	0.18518518518518517
  (75646, 0)	0.1111111111111111
  (96277, 0)	0.012345679012345678
  (96947, 0)	0.012345679012345678"
2329,5738082286,75643,5,"  (68667, 0)	0.044238683127572016
  (71847, 0)	0.0030864197530864196
  (74736, 0)	0.004115226337448559
  (75640, 0)	0.04526748971193416
  (75641, 0)	0.1111111111111111
  (75644, 0)	0.13580246913580246
  (75645, 0)	0.012345679012345678
  (92124, 0)	0.012345679012345678
  (92130, 0)	0.0030864197530864196
  (96276, 0)	0.012345679012345678
  (96328, 0)	0.0030864197530864196
  (96335, 0)	0.004115226337448559
  (96948, 0)	0.012345679012345678
  (96959, 0)	0.1111111111111111"
2330,11052087410,93534,1,"  (93533, 0)	0.3333333333333333"
2331,11052087410,93534,2,"  (68415, 0)	0.1111111111111111
  (77829, 0)	0.1111111111111111
  (93534, 0)	0.3333333333333333"
2332,11052087410,93534,3,"  (68419, 0)	0.037037037037037035
  (68427, 0)	0.1111111111111111
  (77665, 0)	0.037037037037037035
  (77830, 0)	0.037037037037037035
  (93533, 0)	0.18518518518518517"
2333,11052087410,93534,4,"  (68415, 0)	0.08641975308641975
  (68421, 0)	0.012345679012345678
  (77799, 0)	0.012345679012345678
  (77803, 0)	0.037037037037037035
  (77805, 0)	0.012345679012345678
  (77829, 0)	0.1111111111111111
  (77831, 0)	0.037037037037037035
  (77832, 0)	0.012345679012345678
  (93534, 0)	0.18518518518518517"
2334,11052087410,93534,5,"  (68409, 0)	0.0030864197530864196
  (68419, 0)	0.037037037037037035
  (68427, 0)	0.1111111111111111
  (68428, 0)	0.004115226337448559
  (68432, 0)	0.012345679012345678
  (77665, 0)	0.04526748971193415
  (77666, 0)	0.004115226337448559
  (77798, 0)	0.012345679012345678
  (77799, 0)	0.004115226337448559
  (77804, 0)	0.012345679012345678
  (77830, 0)	0.053497942386831275
  (77832, 0)	0.004115226337448559
  (93533, 0)	0.12757201646090532"
2335,5735274026,99468,1,"  (69284, 0)	0.3333333333333333
  (94725, 0)	0.3333333333333333
  (99467, 0)	1.0"
2336,5735274026,99468,2,"  (69285, 0)	0.1111111111111111
  (76659, 0)	0.1111111111111111
  (76669, 0)	0.1111111111111111
  (94724, 0)	0.3333333333333333
  (99468, 0)	0.5555555555555556"
2337,5735274026,99468,3,"  (69284, 0)	0.25925925925925924
  (69286, 0)	0.037037037037037035
  (76657, 0)	0.037037037037037035
  (76658, 0)	0.1111111111111111
  (76668, 0)	0.1111111111111111
  (79998, 0)	0.037037037037037035
  (94715, 0)	0.037037037037037035
  (94725, 0)	0.3333333333333333
  (99467, 0)	0.5555555555555556"
2338,5735274026,99468,4,"  (69259, 0)	0.012345679012345678
  (69285, 0)	0.13580246913580246
  (76656, 0)	0.037037037037037035
  (76659, 0)	0.13580246913580246
  (76669, 0)	0.13580246913580246
  (76670, 0)	0.012345679012345678
  (76677, 0)	0.012345679012345678
  (79997, 0)	0.037037037037037035
  (91231, 0)	0.012345679012345678
  (91446, 0)	0.037037037037037035
  (94714, 0)	0.037037037037037035
  (94724, 0)	0.3333333333333333
  (99468, 0)	0.38271604938271603"
2339,5735274026,99468,5,"  (69284, 0)	0.2181069958847736
  (69286, 0)	0.06172839506172839
  (69355, 0)	0.004115226337448559
  (76657, 0)	0.06172839506172839
  (76658, 0)	0.13580246913580246
  (76668, 0)	0.13580246913580246
  (76671, 0)	0.004115226337448559
  (76676, 0)	0.012345679012345678
  (79996, 0)	0.004115226337448559
  (79998, 0)	0.06172839506172839
  (91232, 0)	0.012345679012345678
  (94681, 0)	0.004115226337448559
  (94715, 0)	0.06172839506172839
  (94725, 0)	0.28395061728395055
  (94802, 0)	0.004115226337448559
  (99467, 0)	0.38271604938271603
  (99488, 0)	0.004115226337448559"
2340,3137343128,80182,1,"  (79026, 0)	0.3333333333333333
  (80180, 0)	0.3333333333333333
  (80181, 0)	1.0"
2341,3137343128,80182,2,"  (80179, 0)	0.3333333333333333
  (80182, 0)	0.5555555555555556
  (80219, 0)	0.1111111111111111
  (80220, 0)	0.1111111111111111
  (97052, 0)	0.1111111111111111"
2342,3137343128,80182,3,"  (69164, 0)	0.027777777777777776
  (79005, 0)	0.037037037037037035
  (79025, 0)	0.037037037037037035
  (79026, 0)	0.25925925925925924
  (80180, 0)	0.3333333333333333
  (80181, 0)	0.5555555555555556
  (80192, 0)	0.037037037037037035
  (80218, 0)	0.1111111111111111
  (97053, 0)	0.1111111111111111"
2343,3137343128,80182,4,"  (79004, 0)	0.037037037037037035
  (79006, 0)	0.012345679012345678
  (79023, 0)	0.012345679012345678
  (79024, 0)	0.037037037037037035
  (80179, 0)	0.3333333333333333
  (80182, 0)	0.38271604938271603
  (80191, 0)	0.037037037037037035
  (80209, 0)	0.009259259259259259
  (80219, 0)	0.1111111111111111
  (80220, 0)	0.15740740740740738
  (80221, 0)	0.012345679012345678
  (80337, 0)	0.009259259259259259
  (80357, 0)	0.009259259259259259
  (97052, 0)	0.13580246913580246"
2344,3137343128,80182,5,"  (65956, 0)	0.0023148148148148147
  (69163, 0)	0.0030864197530864196
  (69164, 0)	0.04629629629629628
  (78996, 0)	0.004115226337448559
  (79005, 0)	0.05349794238683127
  (79006, 0)	0.004115226337448559
  (79007, 0)	0.004115226337448559
  (79022, 0)	0.012345679012345678
  (79025, 0)	0.06172839506172839
  (79026, 0)	0.2098765432098765
  (80176, 0)	0.012345679012345678
  (80180, 0)	0.2911522633744856
  (80181, 0)	0.38271604938271603
  (80192, 0)	0.053497942386831275
  (80207, 0)	0.0030864197530864196
  (80218, 0)	0.15740740740740738
  (80221, 0)	0.004115226337448559
  (80336, 0)	0.009259259259259259
  (80349, 0)	0.0030864197530864196
  (80356, 0)	0.0030864197530864196
  (97053, 0)	0.13580246913580246"
2345,5779523229,72658,1,"  (72659, 0)	0.3333333333333333"
2346,5779523229,72658,2,"  (69560, 0)	0.1111111111111111
  (72658, 0)	0.3333333333333333
  (72662, 0)	0.1111111111111111"
2347,5779523229,72658,3,"  (72636, 0)	0.027777777777777776
  (72659, 0)	0.18518518518518517
  (72661, 0)	0.037037037037037035
  (90043, 0)	0.037037037037037035
  (97145, 0)	0.037037037037037035"
2348,5779523229,72658,4,"  (65473, 0)	0.009259259259259259
  (69552, 0)	0.012345679012345678
  (69560, 0)	0.08641975308641975
  (72574, 0)	0.009259259259259259
  (72637, 0)	0.006944444444444444
  (72658, 0)	0.18518518518518517
  (72660, 0)	0.037037037037037035
  (72662, 0)	0.08333333333333333
  (90013, 0)	0.012345679012345678
  (90042, 0)	0.012345679012345678
  (90051, 0)	0.037037037037037035
  (97144, 0)	0.037037037037037035"
2349,5779523229,72658,5,"  (69551, 0)	0.004115226337448559
  (69568, 0)	0.004115226337448559
  (72573, 0)	0.009259259259259259
  (72585, 0)	0.0023148148148148147
  (72586, 0)	0.009259259259259259
  (72620, 0)	0.0030864197530864196
  (72622, 0)	0.0023148148148148147
  (72636, 0)	0.027199074074074073
  (72659, 0)	0.11831275720164608
  (72661, 0)	0.044238683127572016
  (73373, 0)	0.004115226337448559
  (90041, 0)	0.012345679012345678
  (90043, 0)	0.04526748971193415
  (96898, 0)	0.006430041152263374
  (96904, 0)	0.004115226337448559
  (97145, 0)	0.04526748971193415
  (99745, 0)	0.009259259259259259"
2350,5776272266,75411,1,"  (75412, 0)	0.3333333333333333
  (75437, 0)	0.3333333333333333
  (75439, 0)	0.3333333333333333"
2351,5776272266,75411,2,"  (65610, 0)	0.16666666666666666
  (69889, 0)	0.1111111111111111
  (75404, 0)	0.1111111111111111
  (75411, 0)	0.3333333333333333
  (75436, 0)	0.3333333333333333
  (75438, 0)	0.3333333333333333"
2352,5776272266,75411,3,"  (66773, 0)	0.037037037037037035
  (75403, 0)	0.1111111111111111
  (75410, 0)	0.037037037037037035
  (75412, 0)	0.2037037037037037
  (75437, 0)	0.2777777777777778
  (75439, 0)	0.25925925925925924
  (78223, 0)	0.05555555555555555
  (93221, 0)	0.041666666666666664
  (99439, 0)	0.1111111111111111"
2353,5776272266,75411,4,"  (65591, 0)	0.012345679012345678
  (65610, 0)	0.14467592592592593
  (65681, 0)	0.018518518518518517
  (69889, 0)	0.13580246913580246
  (75404, 0)	0.11728395061728394
  (75409, 0)	0.012345679012345678
  (75411, 0)	0.24691358024691357
  (75436, 0)	0.2777777777777778
  (75438, 0)	0.25925925925925924
  (78222, 0)	0.05555555555555555
  (92244, 0)	0.013888888888888888
  (93220, 0)	0.041666666666666664
  (93256, 0)	0.012345679012345678
  (95146, 0)	0.041666666666666664
  (99432, 0)	0.037037037037037035"
2354,5776272266,75411,5,"  (65780, 0)	0.006172839506172839
  (66773, 0)	0.053497942386831275
  (69933, 0)	0.004115226337448559
  (75403, 0)	0.11728395061728394
  (75408, 0)	0.012345679012345678
  (75410, 0)	0.05555555555555555
  (75412, 0)	0.16962448559670779
  (75437, 0)	0.22312242798353907
  (75439, 0)	0.21399176954732507
  (75441, 0)	0.004115226337448559
  (75442, 0)	0.004115226337448559
  (78223, 0)	0.07291666666666666
  (78282, 0)	0.004629629629629629
  (92245, 0)	0.013888888888888888
  (93221, 0)	0.060474537037037035
  (93588, 0)	0.004115226337448559
  (95017, 0)	0.006172839506172839
  (99436, 0)	0.012345679012345678
  (99439, 0)	0.13580246913580246"
2355,366463246,77914,1,"  (77943, 0)	0.3333333333333333"
2356,366463246,77914,2,"  (77914, 0)	0.3333333333333333
  (77916, 0)	0.1111111111111111
  (77929, 0)	0.1111111111111111"
2357,366463246,77914,3,"  (77915, 0)	0.037037037037037035
  (77928, 0)	0.1111111111111111
  (77931, 0)	0.037037037037037035
  (77943, 0)	0.18518518518518517
  (77944, 0)	0.037037037037037035"
2358,366463246,77914,4,"  (77795, 0)	0.012345679012345678
  (77914, 0)	0.18518518518518517
  (77915, 0)	0.012345679012345678
  (77916, 0)	0.08641975308641975
  (77927, 0)	0.012345679012345678
  (77929, 0)	0.1111111111111111
  (77930, 0)	0.037037037037037035
  (77942, 0)	0.012345679012345678
  (77944, 0)	0.012345679012345678"
2359,366463246,77914,5,"  (77795, 0)	0.004115226337448559
  (77796, 0)	0.004115226337448559
  (77814, 0)	0.004115226337448559
  (77915, 0)	0.037037037037037035
  (77916, 0)	0.008230452674897118
  (77926, 0)	0.004115226337448559
  (77927, 0)	0.004115226337448559
  (77928, 0)	0.1111111111111111
  (77931, 0)	0.053497942386831275
  (77932, 0)	0.012345679012345678
  (77933, 0)	0.004115226337448559
  (77941, 0)	0.004115226337448559
  (77943, 0)	0.12757201646090532
  (77944, 0)	0.037037037037037035"
2360,9632607406,99256,1,"  (78208, 0)	0.3333333333333333"
2361,9632607406,99256,2,"  (65273, 0)	0.1111111111111111
  (77113, 0)	0.1111111111111111
  (99256, 0)	0.3333333333333333"
2362,9632607406,99256,3,"  (66104, 0)	0.037037037037037035
  (77095, 0)	0.037037037037037035
  (77101, 0)	0.037037037037037035
  (77112, 0)	0.037037037037037035
  (78208, 0)	0.18518518518518517"
2363,9632607406,99256,4,"  (65273, 0)	0.08641975308641975
  (66779, 0)	0.024691358024691357
  (75045, 0)	0.012345679012345678
  (77093, 0)	0.012345679012345678
  (77094, 0)	0.037037037037037035
  (77113, 0)	0.08641975308641975
  (77115, 0)	0.012345679012345678
  (78209, 0)	0.037037037037037035
  (99028, 0)	0.037037037037037035
  (99256, 0)	0.18518518518518517"
2364,9632607406,99256,5,"  (65168, 0)	0.006172839506172839
  (66104, 0)	0.04938271604938271
  (68044, 0)	0.0030864197530864196
  (75044, 0)	0.012345679012345678
  (75048, 0)	0.004115226337448559
  (77092, 0)	0.012345679012345678
  (77095, 0)	0.04526748971193415
  (77101, 0)	0.0411522633744856
  (77112, 0)	0.04526748971193415
  (77114, 0)	0.012345679012345678
  (78208, 0)	0.11934156378600821
  (99831, 0)	0.012345679012345678"
2365,5773400814,64923,1,"  (71034, 0)	0.3333333333333333
  (80458, 0)	0.3333333333333333
  (93188, 0)	0.3333333333333333"
2366,5773400814,64923,2,"  (64923, 0)	0.3333333333333333
  (66142, 0)	0.1111111111111111
  (71897, 0)	0.1111111111111111
  (80457, 0)	0.3333333333333333
  (93189, 0)	0.3333333333333333
  (93779, 0)	0.1111111111111111
  (94527, 0)	0.3333333333333333"
2367,5773400814,64923,3,"  (66360, 0)	0.037037037037037035
  (71034, 0)	0.18518518518518517
  (71896, 0)	0.037037037037037035
  (71899, 0)	0.037037037037037035
  (80456, 0)	0.037037037037037035
  (80458, 0)	0.25925925925925924
  (80476, 0)	0.037037037037037035
  (93188, 0)	0.3333333333333333
  (93778, 0)	0.1111111111111111"
2368,5773400814,64923,4,"  (64923, 0)	0.25925925925925924
  (65333, 0)	0.012345679012345678
  (66142, 0)	0.1111111111111111
  (71858, 0)	0.012345679012345678
  (71861, 0)	0.012345679012345678
  (71862, 0)	0.012345679012345678
  (71895, 0)	0.009259259259259259
  (71897, 0)	0.08641975308641975
  (71898, 0)	0.037037037037037035
  (80263, 0)	0.012345679012345678
  (80455, 0)	0.012345679012345678
  (80457, 0)	0.25925925925925924
  (80475, 0)	0.037037037037037035
  (93189, 0)	0.3333333333333333
  (93403, 0)	0.037037037037037035
  (93779, 0)	0.1111111111111111
  (94527, 0)	0.3333333333333333"
2369,5773400814,64923,5,"  (66360, 0)	0.04526748971193415
  (71034, 0)	0.15226337448559668
  (71857, 0)	0.004115226337448559
  (71860, 0)	0.012345679012345678
  (71862, 0)	0.0030864197530864196
  (71894, 0)	0.0030864197530864196
  (71895, 0)	0.0030864197530864196
  (71896, 0)	0.04423868312757201
  (71899, 0)	0.04526748971193415
  (71904, 0)	0.004115226337448559
  (71913, 0)	0.004115226337448559
  (71914, 0)	0.0030864197530864196
  (80238, 0)	0.004115226337448559
  (80262, 0)	0.004115226337448559
  (80413, 0)	0.004115226337448559
  (80414, 0)	0.012345679012345678
  (80419, 0)	0.004115226337448559
  (80454, 0)	0.012345679012345678
  (80456, 0)	0.04526748971193416
  (80458, 0)	0.20987654320987653
  (80474, 0)	0.004115226337448559
  (80476, 0)	0.053497942386831275
  (93188, 0)	0.30864197530864196
  (93778, 0)	0.1111111111111111"
2370,5738206945,69430,1,"  (68053, 0)	1.0
  (69424, 0)	0.25
  (69431, 0)	0.25
  (69436, 0)	1.0"
2371,5738206945,69430,2,"  (68072, 0)	0.08333333333333333
  (68079, 0)	0.08333333333333333
  (69418, 0)	0.08333333333333333
  (69421, 0)	0.08333333333333333
  (69425, 0)	0.16666666666666666
  (69430, 0)	0.625"
2372,5738206945,69430,3,"  (68052, 0)	0.020833333333333332
  (68053, 0)	0.625
  (68065, 0)	0.020833333333333332
  (69414, 0)	0.05555555555555555
  (69415, 0)	0.08333333333333333
  (69419, 0)	0.027777777777777776
  (69424, 0)	0.23958333333333331
  (69431, 0)	0.23958333333333331
  (69436, 0)	0.625
  (73857, 0)	0.027777777777777776
  (73858, 0)	0.16666666666666666
  (74801, 0)	0.027777777777777776"
2373,5738206945,69430,4,"  (66879, 0)	0.018518518518518517
  (68056, 0)	0.005208333333333333
  (68059, 0)	0.009259259259259259
  (68061, 0)	0.006944444444444444
  (68072, 0)	0.09606481481481481
  (68074, 0)	0.020833333333333332
  (68078, 0)	0.006944444444444444
  (68079, 0)	0.09606481481481481
  (69418, 0)	0.12615740740740738
  (69421, 0)	0.10763888888888888
  (69425, 0)	0.21527777777777776
  (69430, 0)	0.43229166666666663
  (73889, 0)	0.009259259259259259
  (73897, 0)	0.009259259259259259
  (74802, 0)	0.027777777777777776
  (91670, 0)	0.006944444444444444
  (99179, 0)	0.006944444444444444
  (99208, 0)	0.027777777777777776
  (99920, 0)	0.009259259259259259"
2374,5738206945,69430,5,"  (66879, 0)	0.0030864197530864196
  (68047, 0)	0.004050925925925926
  (68048, 0)	0.009259259259259259
  (68051, 0)	0.001736111111111111
  (68052, 0)	0.032262731481481476
  (68053, 0)	0.43229166666666663
  (68060, 0)	0.001736111111111111
  (68061, 0)	0.0023148148148148147
  (68064, 0)	0.001736111111111111
  (68065, 0)	0.02922453703703704
  (68073, 0)	0.0030864197530864196
  (68080, 0)	0.005401234567901234
  (69410, 0)	0.006172839506172839
  (69414, 0)	0.08410493827160492
  (69415, 0)	0.12615740740740738
  (69419, 0)	0.04205246913580246
  (69424, 0)	0.22034143518518517
  (69431, 0)	0.2099247685185185
  (69436, 0)	0.43229166666666663
  (73857, 0)	0.03819444444444444
  (73858, 0)	0.21527777777777776
  (73881, 0)	0.0030864197530864196
  (73888, 0)	0.009259259259259259
  (73896, 0)	0.009259259259259259
  (73897, 0)	0.006172839506172839
  (74788, 0)	0.001736111111111111
  (74789, 0)	0.006944444444444444
  (74801, 0)	0.05054012345679012
  (91669, 0)	0.0023148148148148147
  (99179, 0)	0.0023148148148148147
  (99921, 0)	0.0023148148148148147"
2375,5738018014,92141,1,"  (82605, 0)	0.3333333333333333
  (96587, 0)	1.0
  (96926, 0)	0.3333333333333333"
2376,5738018014,92141,2,"  (82604, 0)	0.3333333333333333
  (82632, 0)	0.1111111111111111
  (82633, 0)	0.1111111111111111
  (92141, 0)	0.5555555555555556
  (96925, 0)	0.3333333333333333"
2377,5738018014,92141,3,"  (82605, 0)	0.3333333333333333
  (82625, 0)	0.037037037037037035
  (82630, 0)	0.037037037037037035
  (82634, 0)	0.037037037037037035
  (93177, 0)	0.037037037037037035
  (96587, 0)	0.5555555555555556
  (96926, 0)	0.3333333333333333"
2378,5738018014,92141,4,"  (82604, 0)	0.3333333333333333
  (82606, 0)	0.037037037037037035
  (82624, 0)	0.037037037037037035
  (82626, 0)	0.012345679012345678
  (82628, 0)	0.012345679012345678
  (82629, 0)	0.037037037037037035
  (82631, 0)	0.037037037037037035
  (82632, 0)	0.13580246913580246
  (82633, 0)	0.13580246913580246
  (82635, 0)	0.012345679012345678
  (92141, 0)	0.4074074074074074
  (93176, 0)	0.037037037037037035
  (96925, 0)	0.3333333333333333"
2379,5738018014,92141,5,"  (82605, 0)	0.29218106995884774
  (82617, 0)	0.004115226337448559
  (82623, 0)	0.004115226337448559
  (82625, 0)	0.06172839506172839
  (82626, 0)	0.004115226337448559
  (82627, 0)	0.012345679012345678
  (82630, 0)	0.06172839506172839
  (82634, 0)	0.06172839506172839
  (82635, 0)	0.004115226337448559
  (82637, 0)	0.0030864197530864196
  (93177, 0)	0.0699588477366255
  (96587, 0)	0.4074074074074074
  (96926, 0)	0.29218106995884774"
2380,5738447126,96316,1,"  (75748, 0)	0.3333333333333333
  (75973, 0)	0.3333333333333333
  (99541, 0)	1.0"
2381,5738447126,96316,2,"  (75739, 0)	0.1111111111111111
  (75751, 0)	0.1111111111111111
  (75752, 0)	0.1111111111111111
  (75972, 0)	0.3333333333333333
  (96316, 0)	0.5555555555555556"
2382,5738447126,96316,3,"  (75707, 0)	0.037037037037037035
  (75740, 0)	0.037037037037037035
  (75741, 0)	0.037037037037037035
  (75744, 0)	0.037037037037037035
  (75748, 0)	0.25925925925925924
  (75750, 0)	0.037037037037037035
  (75973, 0)	0.3333333333333333
  (99214, 0)	0.05555555555555555
  (99541, 0)	0.5555555555555556"
2383,5738447126,96316,4,"  (75706, 0)	0.037037037037037035
  (75736, 0)	0.024691358024691357
  (75739, 0)	0.1111111111111111
  (75746, 0)	0.012345679012345678
  (75749, 0)	0.012345679012345678
  (75751, 0)	0.1111111111111111
  (75752, 0)	0.1419753086419753
  (75753, 0)	0.012345679012345678
  (75972, 0)	0.3333333333333333
  (75986, 0)	0.024691358024691357
  (92125, 0)	0.012345679012345678
  (96316, 0)	0.38271604938271603
  (98482, 0)	0.027777777777777776
  (99539, 0)	0.037037037037037035"
2384,5738447126,96316,5,"  (75707, 0)	0.06172839506172839
  (75731, 0)	0.004115226337448559
  (75735, 0)	0.024691358024691357
  (75740, 0)	0.04938271604938271
  (75741, 0)	0.05349794238683127
  (75743, 0)	0.012345679012345678
  (75744, 0)	0.05555555555555555
  (75745, 0)	0.004115226337448559
  (75747, 0)	0.008230452674897118
  (75748, 0)	0.2016460905349794
  (75750, 0)	0.04938271604938271
  (75973, 0)	0.28600823045267487
  (75987, 0)	0.024691358024691357
  (75993, 0)	0.004115226337448559
  (92126, 0)	0.012345679012345678
  (92132, 0)	0.027777777777777776
  (96236, 0)	0.004115226337448559
  (98481, 0)	0.013888888888888888
  (99214, 0)	0.07098765432098765
  (99541, 0)	0.38271604938271603"
2385,5737980927,81984,1,"  (81985, 0)	0.3333333333333333"
2386,5737980927,81984,2,"  (81977, 0)	0.1111111111111111
  (81984, 0)	0.3333333333333333
  (81986, 0)	0.1111111111111111"
2387,5737980927,81984,3,"  (81969, 0)	0.037037037037037035
  (81971, 0)	0.037037037037037035
  (81975, 0)	0.037037037037037035
  (81979, 0)	0.037037037037037035
  (81985, 0)	0.18518518518518517"
2388,5737980927,81984,4,"  (81965, 0)	0.012345679012345678
  (81968, 0)	0.012345679012345678
  (81970, 0)	0.037037037037037035
  (81974, 0)	0.037037037037037035
  (81976, 0)	0.037037037037037035
  (81977, 0)	0.08641975308641975
  (81978, 0)	0.037037037037037035
  (81980, 0)	0.012345679012345678
  (81984, 0)	0.18518518518518517
  (81986, 0)	0.08641975308641975
  (81987, 0)	0.012345679012345678"
2389,5737980927,81984,5,"  (71048, 0)	0.004115226337448559
  (81964, 0)	0.012345679012345678
  (81967, 0)	0.004115226337448559
  (81969, 0)	0.037037037037037035
  (81971, 0)	0.04526748971193415
  (81975, 0)	0.05349794238683127
  (81979, 0)	0.04526748971193415
  (81983, 0)	0.008230452674897118
  (81985, 0)	0.11934156378600821
  (81988, 0)	0.004115226337448559
  (82482, 0)	0.004115226337448559
  (82520, 0)	0.0030864197530864196"
2390,5781828013,74103,1,"  (68607, 0)	0.25"
2391,5781828013,74103,2,"  (68605, 0)	0.25
  (72982, 0)	0.25
  (74103, 0)	0.25
  (79803, 0)	0.08333333333333333"
2392,5781828013,74103,3,"  (68607, 0)	0.20833333333333334
  (68608, 0)	0.041666666666666664
  (79802, 0)	0.041666666666666664"
2393,5781828013,74103,4,"  (67135, 0)	0.027777777777777776
  (68605, 0)	0.20833333333333334
  (72982, 0)	0.20833333333333334
  (72984, 0)	0.020833333333333332
  (74103, 0)	0.20833333333333334
  (79803, 0)	0.08333333333333334
  (99932, 0)	0.020833333333333332"
2394,5781828013,74103,5,"  (68607, 0)	0.17708333333333334
  (68608, 0)	0.04166666666666667
  (72560, 0)	0.010416666666666666
  (72972, 0)	0.010416666666666666
  (72983, 0)	0.006944444444444444
  (79802, 0)	0.05555555555555556
  (99929, 0)	0.024305555555555552"
2395,366469312,78621,1,"  (67956, 0)	0.3333333333333333
  (69901, 0)	0.3333333333333333
  (99126, 0)	1.0"
2396,366469312,78621,2,"  (65374, 0)	0.1111111111111111
  (78445, 0)	0.08333333333333333
  (78621, 0)	0.5555555555555556
  (78622, 0)	0.1111111111111111
  (78623, 0)	0.1111111111111111"
2397,366469312,78621,3,"  (65757, 0)	0.027777777777777776
  (66063, 0)	0.037037037037037035
  (66674, 0)	0.037037037037037035
  (67955, 0)	0.1111111111111111
  (67956, 0)	0.25925925925925924
  (67957, 0)	0.037037037037037035
  (69901, 0)	0.25
  (78444, 0)	0.027777777777777776
  (78780, 0)	0.07407407407407407
  (98036, 0)	0.027777777777777776
  (99126, 0)	0.5555555555555556"
2398,366469312,78621,4,"  (65174, 0)	0.012345679012345678
  (65374, 0)	0.10802469135802469
  (65693, 0)	0.012345679012345678
  (65757, 0)	0.012345679012345678
  (66063, 0)	0.009259259259259259
  (66664, 0)	0.009259259259259259
  (67155, 0)	0.006944444444444444
  (68487, 0)	0.009259259259259259
  (68526, 0)	0.009259259259259259
  (78106, 0)	0.037037037037037035
  (78246, 0)	0.012345679012345678
  (78445, 0)	0.08333333333333334
  (78620, 0)	0.009259259259259259
  (78621, 0)	0.35493827160493824
  (78622, 0)	0.14814814814814814
  (78623, 0)	0.12345679012345678
  (98037, 0)	0.027777777777777776"
2399,366469312,78621,5,"  (65174, 0)	0.006172839506172839
  (65374, 0)	0.0030864197530864196
  (65757, 0)	0.033950617283950615
  (66063, 0)	0.044238683127572016
  (66546, 0)	0.009259259259259259
  (66674, 0)	0.043209876543209874
  (66852, 0)	0.004115226337448559
  (67157, 0)	0.0023148148148148147
  (67955, 0)	0.14814814814814814
  (67956, 0)	0.20884773662551437
  (67957, 0)	0.05761316872427982
  (67997, 0)	0.0030864197530864196
  (68462, 0)	0.0023148148148148147
  (68526, 0)	0.008230452674897118
  (69901, 0)	0.18209876543209874
  (69907, 0)	0.004115226337448559
  (69914, 0)	0.0023148148148148147
